duration treatment female black hispanic ndependents recall young old quarter durable lusd
6277 1.98971913504937 1 0 0 0 0 0 1 0 3 0 0
6279 27.0119501228676 0 0 0 0 0 0 1 0 5 0 0
6281 8.00419922951512 1 0 0 0 0 0 1 0 3 0 0
6288 0.998864083401822 0 0 0 0 0 0 1 0 4 1 0
6290 26.993447277385 1 1 0 0 0 0 1 0 3 0 0
6292 3.00442999873084 1 1 1 0 0 0 1 0 2 0 0
6293 1.00140968355271 0 0 0 0 0 0 1 0 2 0 0
6294 18.998789371056 1 0 0 0 0 0 1 0 2 0 0
6298 0.987186495304746 1 0 0 1 0 0 1 0 4 0 0
6299 26.9884663521043 0 1 0 0 2 0 1 0 4 0 0
6302 1.97947744895751 1 1 0 0 0 0 1 0 3 0 1
6304 7.00123922215742 1 1 0 0 0 0 1 0 2 0 0
6305 3.99605047172781 1 0 0 1 2 0 1 0 5 1 0
6307 27.0021816017475 1 1 0 0 1 0 1 0 5 0 1
6312 1.98134511592908 1 1 1 0 1 0 1 0 5 0 0
6315 17.0072199803137 0 0 1 0 0 0 1 0 3 0 0
6317 27.0029271333193 0 0 0 0 0 0 1 0 3 0 0
6319 11.9979719060496 1 0 0 0 0 1 1 0 2 1 1
6320 4.98275826178659 0 0 0 0 0 0 1 0 2 1 0
6322 21.0147042481952 0 1 1 0 0 0 1 0 4 0 0
6326 24.0018425322372 0 0 0 0 0 0 1 0 5 1 0
6327 26.9910327098901 0 0 0 0 1 0 1 0 0 0 0
6331 11.9987095433583 1 1 0 0 0 0 1 0 3 0 1
6333 3.9914777781963 1 0 0 0 0 0 1 0 2 1 1
6334 24.0084856364776 0 1 1 0 1 0 1 0 3 0 0
6335 18.9927501467986 0 0 0 0 0 1 1 0 3 0 0
6338 25.9942910397789 0 0 0 0 2 0 1 0 4 0 0
6339 14.997678796111 0 0 0 0 2 0 1 0 3 0 0
6340 27.0138578579217 1 0 0 0 0 0 1 0 4 1 0
6342 0.999034808145151 0 0 0 0 0 0 1 0 4 0 0
6344 25.0092576728692 1 0 0 0 0 0 1 0 3 0 0
6346 9.01080330936541 1 0 0 0 0 0 1 0 3 0 0
6348 15.9936677596257 0 1 0 0 0 0 1 0 5 0 0
6349 0.999098593425157 1 1 0 0 2 0 1 0 4 0 1
6354 15.9920807851143 1 0 0 0 1 0 1 0 3 0 0
6355 4.00144410332356 1 0 0 0 2 0 1 0 3 0 1
6356 16.0068315346553 0 0 0 0 0 1 1 0 2 0 0
6358 1.9970675854143 0 1 0 0 1 0 1 0 3 0 0
6359 1.01268188763471 0 1 0 0 0 0 1 0 2 0 0
6360 22.9967798736178 1 0 0 0 0 1 1 0 2 0 0
6363 8.99405131013732 0 0 0 0 0 0 1 0 3 0 1
6366 12.0056906323437 0 1 0 0 0 0 1 0 2 1 1
6370 10.9998713531127 0 0 0 0 0 0 1 0 3 0 0
6371 3.00874663421736 1 0 0 0 0 0 1 0 2 0 0
6372 15.0087528006326 0 1 0 0 0 1 1 0 3 0 0
6373 19.9851290293912 1 0 0 0 0 0 1 0 3 0 0
6374 1.00327548212213 0 0 0 0 0 0 1 0 5 0 1
6376 47.0062336565712 1 1 0 0 0 0 1 0 4 0 0
6378 11.9870931257336 0 1 0 0 0 0 1 0 5 0 0
6379 12.0031709044111 1 0 0 0 0 0 1 0 1 0 0
6380 13.0080405675233 1 0 0 0 0 0 1 0 3 0 0
6381 16.0087117654238 0 0 0 0 0 0 1 0 3 0 0
6385 4.01445608646599 1 0 0 0 0 0 1 0 2 0 1
6387 8.97777206697602 0 0 0 0 0 1 0 1 5 0 0
6390 41.0194930142822 0 0 0 0 1 0 0 1 5 1 0
6392 27.0123608899299 1 1 1 0 0 0 0 1 2 0 0
6395 10.994090660768 0 1 0 0 0 0 0 1 4 0 0
6398 6.00600841773173 0 0 0 0 0 0 0 1 5 0 0
6400 14.9980983351634 0 1 0 0 0 1 0 1 4 0 0
6407 0.992345659539273 0 0 0 0 0 0 0 1 4 0 1
6408 27.0084710923431 1 1 0 0 0 0 0 1 4 0 1
6409 1.01241708559889 1 0 1 0 0 0 0 0 4 0 1
6413 14.0090079639896 0 1 0 0 0 0 0 1 0 1 1
6420 8.98751275244829 1 1 1 0 0 0 0 0 3 0 1
6421 7.00026417562846 0 1 0 0 0 0 0 0 4 1 1
6422 26.9907276302004 0 0 0 0 0 0 0 0 5 1 1
6424 26.9865377248494 0 1 0 0 0 0 0 0 2 0 0
6425 4.00989978677789 0 1 0 0 0 0 0 0 5 0 0
6427 13.9900480959396 0 1 0 0 0 0 0 0 3 0 0
6432 27.0030666689202 1 0 1 0 2 0 0 0 2 0 0
6434 27.0025774778402 0 0 0 0 0 0 0 0 0 0 0
6436 0.994620499006167 1 0 0 0 0 0 0 0 4 0 1
6437 1.00674897902103 0 1 0 0 2 0 0 0 3 0 0
6440 26.982435475337 1 0 0 0 2 0 0 0 4 1 0
6442 2.00741127614979 1 0 0 0 0 0 0 0 4 0 0
6443 5.99609916881374 1 0 0 0 0 0 0 0 4 1 0
6444 1.99032547797679 1 1 0 0 0 0 0 0 2 0 0
6445 26.9791591883869 0 0 0 0 1 0 0 0 5 0 0
6449 27.0066690199801 1 0 0 0 0 0 1 0 5 1 0
6450 5.01964581799833 1 0 0 0 1 0 0 0 4 0 0
6451 26.9878813626775 1 0 0 0 2 0 0 0 2 0 0
6452 27.0007333083045 1 1 0 0 1 0 0 0 3 0 0
6454 29.9929300878635 0 1 0 0 1 0 0 0 0 0 0
6456 4.99843475725425 0 0 0 0 0 0 0 0 4 0 0
6457 10.0020607230624 1 1 0 0 0 0 1 0 5 0 1
6458 22.0000142310121 0 0 0 0 0 0 1 0 2 0 1
6460 10.0132318247452 1 1 0 0 0 1 0 0 4 0 1
6462 11.013185800725 0 1 0 0 0 0 0 0 0 0 1
6463 28.9983681323773 0 0 1 0 0 0 0 0 4 0 1
6465 11.0017294990427 0 1 0 0 0 1 1 0 4 0 1
6467 1.00404530984952 0 0 0 0 1 0 1 0 3 0 1
6468 15.9902283367223 0 1 0 0 2 0 0 0 4 1 1
6471 1.01374959308353 1 0 0 0 0 0 0 0 3 0 1
6473 4.99756915245641 1 1 0 0 0 0 0 0 4 0 0
6475 12.9974255460584 0 1 0 0 2 1 0 0 4 1 0
6476 5.99821316890349 0 0 0 0 0 0 1 0 5 0 0
6478 10.9851263647631 1 0 0 0 2 1 0 0 2 1 0
6481 8.00958940189522 0 1 1 0 1 1 0 0 3 0 1
6485 27.0022705867119 0 1 0 0 0 0 1 0 5 1 1
6486 3.00713525872936 1 0 0 0 0 0 0 0 5 0 1
6492 5.00819225152948 1 0 0 0 1 0 0 0 3 0 1
6496 9.00384589102098 0 0 0 0 1 0 1 0 2 0 1
6499 11.9923634551015 1 1 0 0 0 0 1 0 2 1 1
6500 20.9859252833132 1 1 0 0 0 0 1 0 4 1 1
6501 2.99329919387601 1 0 0 0 0 0 1 0 2 1 1
6502 8.99197468807734 0 0 0 0 0 0 1 0 4 0 1
6503 14.0088330727076 1 0 0 0 0 1 1 0 2 0 1
6505 20.9947576380013 1 0 0 0 0 0 1 0 3 0 1
6506 26.9818821187433 1 0 0 0 0 0 1 0 5 0 0
6507 19.9973573012908 1 0 0 0 0 0 1 0 2 0 1
6511 10.0032445387738 1 0 0 0 0 0 1 0 3 0 1
6512 1.01113185495645 1 1 0 0 2 0 1 0 4 0 1
6514 1.00446686800181 0 1 0 0 0 0 1 0 3 0 1
6517 5.99551468663377 0 1 0 0 0 0 1 0 5 0 1
6518 4.01148976420283 0 0 0 0 0 0 1 0 0 0 1
6519 1.00920210744462 0 0 0 0 0 0 1 0 2 0 1
6521 26.986934702297 1 0 0 1 0 0 1 0 2 0 1
6524 1.00291233095319 1 0 0 0 0 0 1 0 4 0 0
6525 15.9834457255214 0 0 0 0 0 0 1 0 5 0 1
6528 26.9809711874682 1 1 0 0 2 0 1 0 2 0 0
6529 24.0096909939569 1 1 1 0 0 0 1 0 2 0 0
6533 26.9955417325121 0 1 0 0 1 0 1 0 2 1 1
6534 2.01829797112441 0 0 0 0 2 0 1 0 0 0 0
6536 2.00270145041845 1 0 0 0 0 0 1 0 4 0 0
6537 21.0108681339682 0 1 1 0 1 0 1 0 5 0 0
6538 3.99523676331783 1 1 0 0 0 0 1 0 3 0 0
6541 6.00397277649916 1 1 0 0 0 0 1 0 4 0 0
6543 21.0106034087033 0 1 0 0 0 0 1 0 4 0 1
6547 9.99765598647467 1 0 0 0 0 0 1 0 3 0 1
6548 4.00415571509095 1 1 0 0 0 0 1 0 4 0 0
6550 2.00759064984228 0 0 0 0 0 0 1 0 0 0 1
6551 20.0049969474126 0 0 0 0 0 1 1 0 2 0 0
6557 1.99606475528956 0 0 0 0 0 0 1 0 3 0 0
6558 22.9746458362707 1 1 1 0 0 0 1 0 3 0 0
6560 1.00401034632268 1 1 1 0 0 0 1 0 4 1 1
6562 1.99740318873081 0 0 0 0 0 0 1 0 0 0 0
6563 10.0043832654835 0 0 1 0 0 0 1 0 3 0 0
6564 3.01688796250847 0 1 0 0 0 0 1 0 5 0 0
6568 7.0034917346791 0 1 1 0 1 0 1 0 5 0 1
6569 27.0079506899695 1 1 0 0 0 0 1 0 3 1 0
6570 4.99827994059327 0 0 0 1 0 0 0 0 3 0 0
6571 0.985301173347052 1 1 0 0 1 0 1 0 3 0 0
6572 0.992467390456879 0 0 0 0 0 0 1 0 3 0 0
6576 25.9987239634258 0 1 0 0 0 0 1 0 3 0 0
6579 12.0011145274293 1 1 0 0 2 1 1 0 3 0 1
6581 26.9798749967831 0 0 0 0 0 0 1 0 5 0 0
6583 7.00523707276849 1 1 0 0 0 0 1 0 3 0 0
6584 6.99523537852065 1 1 0 0 0 0 1 0 4 0 0
6587 26.9819667523002 1 0 0 0 0 0 1 0 4 1 0
6589 16.9829662715073 1 1 0 0 0 0 1 0 4 0 0
6590 0.987114615372684 0 1 0 0 0 0 1 0 5 0 1
6592 1.00304823515977 1 0 0 0 0 0 1 0 5 0 0
6598 13.9998012487968 0 1 0 0 0 0 1 0 4 0 0
6599 1.02648310976285 0 0 0 0 0 0 1 0 5 0 0
6605 6.980952403645 0 0 0 0 0 0 1 0 5 0 1
6608 7.9925562427448 0 0 0 0 0 1 1 0 4 0 0
6609 1.98132042369891 0 0 0 0 0 0 1 0 4 0 1
6610 18.0158341984891 1 0 0 0 0 0 1 0 3 0 1
6612 3.00889336247339 1 0 0 0 0 0 1 0 3 0 0
6614 1.99902842327017 1 0 0 0 0 0 1 0 2 0 1
6618 5.00158594728459 1 0 0 0 0 0 1 0 5 0 0
6619 24.0077115063144 0 0 0 0 0 1 1 0 3 0 0
6622 12.9874734966061 0 0 0 0 0 0 0 1 2 0 0
6623 27.001731719829 1 0 1 0 0 0 0 1 4 0 0
6629 5.00189019525257 1 1 0 0 0 0 0 1 3 0 1
6632 26.9977048284382 1 0 0 0 0 0 0 1 3 0 1
6633 26.9992901797741 0 1 0 0 0 0 0 1 4 0 0
6634 12.013946731759 0 1 0 0 0 1 0 1 4 0 0
6636 29.9870748186017 1 1 0 0 0 0 0 1 4 0 1
6637 26.9982411804771 0 0 0 0 0 0 0 1 3 0 1
6641 0.995729680200141 1 0 0 0 1 0 0 1 5 1 1
6642 9.99435235608218 1 0 0 0 1 0 0 1 3 0 1
6645 9.97869120440515 0 1 0 0 0 1 0 1 4 0 1
6646 28.9865223242778 0 1 0 0 0 0 0 1 3 1 1
6647 7.98706812771125 1 1 0 0 1 1 0 1 4 0 1
6648 3.99321131110665 0 1 0 0 1 0 0 1 5 1 1
6651 1.00810870214797 1 0 0 0 0 0 0 1 4 0 0
6653 2.99061656551098 1 1 0 0 0 0 0 1 5 0 0
6654 4.00637489805108 0 1 0 0 0 0 0 1 1 0 0
6662 4.00439300061071 1 0 0 0 1 1 0 0 3 0 0
6664 1.01695332188913 1 0 0 0 1 0 0 0 2 1 0
6669 12.0046521599611 0 1 0 0 0 0 0 0 2 0 0
6674 13.0216868177787 0 1 0 0 0 0 0 0 4 1 0
6675 0.985814524607814 1 0 0 0 0 0 0 0 0 0 0
6677 26.9903497209509 1 0 1 0 0 0 0 0 4 0 0
6678 26.9917718256359 1 1 0 0 0 0 0 0 2 1 1
6679 12.9933304870353 1 0 0 0 0 0 0 0 2 1 0
6680 24.9976442540468 0 0 0 0 2 0 0 0 3 1 0
6683 4.00583264962653 0 1 0 0 1 0 0 0 4 0 0
6686 19.9758966538026 1 0 0 0 1 0 0 0 3 0 0
6687 26.9906932973251 1 0 0 0 0 0 0 0 2 0 0
6690 27.0144663238276 0 1 0 0 0 0 0 0 4 0 0
6691 6.00739295510075 0 1 0 0 0 0 1 0 1 0 0
6692 3.00553974010874 1 0 0 0 2 0 0 0 3 0 0
6698 1.00546959587571 1 0 1 0 0 0 0 0 3 0 0
6702 3.01493589577898 1 0 0 1 2 0 0 0 4 1 0
6703 9.01564099728964 0 0 0 0 0 0 0 0 5 0 0
6706 15.9984345847186 1 1 1 0 0 0 0 0 2 0 0
6707 19.0001321667228 0 0 0 0 0 0 0 0 5 0 0
6711 0.997382567666012 1 0 1 0 0 0 0 0 2 0 1
6715 24.9961469589425 0 0 0 0 2 0 0 0 3 0 0
6716 7.00097111674846 1 0 1 0 0 0 0 0 2 1 0
6717 6.97326312950725 1 0 1 0 0 0 0 0 4 0 0
6718 21.0180379856492 0 1 0 0 0 1 0 0 1 0 0
6723 14.9860634987725 1 0 1 0 0 1 0 0 2 0 0
6724 6.01211269896201 1 0 0 0 0 0 1 0 3 0 1
6727 1.00034181204023 0 0 1 0 0 0 1 0 3 0 0
6729 3.99482567290699 1 0 1 0 0 0 1 0 2 0 0
6730 27.9962324299645 1 0 1 0 0 0 1 0 5 0 0
6731 10.9973724581397 1 1 0 0 1 0 1 0 2 0 0
6732 7.02395454864059 1 0 0 0 0 0 1 0 3 0 1
6733 9.02092625203157 0 1 0 0 0 0 0 0 0 0 0
6734 0.997987236829218 1 1 0 0 0 0 1 0 3 0 0
6736 21.9986411559053 0 1 0 0 0 0 1 0 2 0 0
6739 0.99354143634449 1 0 0 0 0 0 1 0 2 1 1
6740 16.9922704568853 0 0 0 0 2 1 1 0 2 0 0
6742 1.98499240003075 0 1 0 0 2 0 1 0 5 0 1
6744 4.00116791736899 1 0 0 0 0 0 1 0 4 1 0
6747 1.99691408117144 1 0 0 0 2 0 1 0 2 0 0
6749 0.994655849938583 0 1 0 0 0 0 0 0 5 0 0
6759 1.00804199776123 1 0 0 0 0 0 1 0 3 0 0
6761 0.997942538300755 1 0 0 1 0 0 1 0 2 0 1
6763 6.99642416866884 0 0 0 0 1 0 1 0 3 0 1
6766 18.9826500437458 1 0 0 0 2 1 1 0 2 0 0
6771 0.990699241123033 1 1 0 0 0 0 0 1 5 0 0
6775 8.00437980995671 1 1 0 0 0 0 1 0 5 0 0
6778 1.01219414495216 1 0 0 0 0 0 1 0 5 0 1
6779 11.9999080129965 1 1 0 0 0 0 1 0 2 0 1
6780 20.9984706788078 0 1 0 0 0 0 1 0 4 0 0
6782 27.016538290573 1 1 1 0 2 0 1 0 4 0 0
6784 0.992564306396246 0 0 0 0 0 0 1 0 4 0 0
6785 10.007924779183 0 1 0 0 0 0 1 0 3 0 0
6789 1.01562341581356 0 1 0 0 0 0 1 0 1 0 0
6791 6.99803166693062 1 1 1 0 2 1 1 0 4 0 0
6792 20.9878547158363 0 1 1 0 2 0 1 0 5 0 0
6793 2.99373016208195 1 1 1 0 0 0 1 0 2 0 0
6794 4.00036945195576 0 0 0 0 0 0 1 0 3 0 0
6795 0.995494917243055 0 0 0 0 0 0 1 0 4 0 0
6798 2.00030646401045 1 0 0 0 2 0 1 0 5 0 0
6800 15.0018658772394 0 1 0 0 0 0 1 0 5 0 1
6802 10.994598771059 0 1 0 0 0 0 1 0 4 1 1
6803 4.0080633660225 1 0 0 0 0 0 1 0 5 0 0
6808 12.0010605755454 0 1 0 0 0 0 1 0 3 0 0
6814 3.99627763289315 0 0 0 0 0 0 1 0 5 0 0
6818 12.0010308285279 1 0 0 0 0 1 1 0 2 0 0
6819 19.0167050341542 1 0 1 0 0 0 1 0 3 0 0
6820 18.0097531579338 0 1 0 0 0 0 1 0 0 0 0
6821 8.9803818175381 1 1 0 0 0 0 1 0 2 0 0
6826 26.9898508915216 0 1 0 0 0 0 0 1 5 0 0
6828 23.9976743427192 1 1 0 0 0 0 0 1 3 0 0
6834 12.003265444909 1 1 0 0 0 1 0 1 4 0 0
6836 13.0031325952657 1 1 0 0 0 1 0 1 4 0 0
6837 26.0162492504068 0 0 0 0 0 0 0 1 5 1 0
6838 7.0001321154805 0 0 0 0 0 0 0 0 4 0 0
6841 26.996775918113 1 0 0 1 2 0 0 0 4 0 0
6842 1.00003771219732 1 1 0 0 0 0 0 1 3 0 0
6844 2.00665192606863 1 1 0 0 0 0 0 0 0 1 1
6845 1.99912960031077 0 0 1 0 0 0 0 0 3 0 0
6846 37.0109554522692 0 1 0 0 0 0 0 0 4 0 0
6847 12.9946120874703 1 0 0 0 0 0 0 0 4 0 0
6852 2.99592020252392 0 0 0 0 1 0 0 0 2 0 0
6853 22.0140085911897 0 1 0 0 0 0 0 0 4 0 0
6856 1.01399951692557 0 1 1 0 0 0 0 1 4 0 0
6858 28.0055618356721 1 1 0 0 0 0 0 0 3 0 0
6860 21.0124090588121 1 0 0 0 0 0 0 0 4 0 0
6861 11.0044881111251 0 0 0 0 0 0 0 0 3 0 1
6862 3.01544339269593 1 1 0 0 0 0 1 0 2 0 0
6866 4.0018103768803 1 0 0 0 0 0 0 0 4 0 1
6867 26.9906409485651 0 1 0 0 0 0 0 0 5 1 0
6869 26.9984393949375 0 0 0 0 0 0 0 0 5 0 0
6870 26.9893094558744 0 0 0 0 1 0 0 0 4 0 0
6873 4.99431717510169 0 1 0 0 0 0 1 0 3 0 0
6874 22.9936048544542 0 1 0 0 2 0 0 0 4 0 0
6875 22.9952037565122 0 0 0 0 0 1 1 0 2 0 0
6876 6.99606826530564 1 0 0 0 2 0 1 0 2 0 0
6877 27.0066992419931 0 1 0 0 1 0 0 0 5 1 0
6881 4.99997437371328 0 0 0 0 2 0 1 0 4 0 0
6883 26.9966244271455 0 1 0 0 2 0 0 0 0 0 0
6885 9.01175942562685 1 0 1 0 0 0 1 0 3 0 0
6886 0.985883213831732 1 1 0 0 0 0 1 0 4 0 0
6888 7.98683666149958 0 0 0 0 2 0 1 0 3 0 0
6889 16.9831281207787 0 0 0 0 0 1 1 0 2 0 0
6895 1.00348270141466 0 0 0 0 0 0 1 0 0 0 1
6897 11.9989980736764 0 0 0 0 0 1 1 0 2 0 0
6903 4.98798101798289 1 0 0 0 0 0 1 0 5 0 0
6906 5.00811001250901 1 1 0 0 0 0 1 0 1 0 0
6910 21.0013634410649 0 0 0 0 0 1 1 0 2 0 0
6912 8.99677056004403 1 0 1 0 0 0 1 0 2 0 0
6917 5.01518531734266 0 1 0 0 0 0 1 0 2 1 1
6918 16.0004876890912 1 0 0 0 0 0 1 0 2 0 1
6921 25.9814230468284 0 1 0 0 0 0 1 0 5 0 0
6923 26.988442632399 1 1 0 0 1 0 1 0 3 0 0
6926 5.99750633867583 0 0 0 0 0 0 1 0 4 0 0
6927 9.99184947789978 0 1 0 0 0 0 1 0 5 0 0
6928 26.011273617948 1 1 0 0 0 0 1 0 4 0 0
6929 1.00400848742214 1 1 0 0 1 1 1 0 5 0 0
6935 26.9928497433789 1 0 0 0 0 0 1 0 4 0 0
6938 15.0118603159131 1 1 0 0 0 0 1 0 4 0 1
6947 1.01340402973669 0 1 1 0 2 0 1 0 0 0 0
6948 12.0037054731321 0 1 1 0 0 0 1 0 2 0 0
6950 0.987050745643942 1 0 0 1 0 0 1 0 4 0 1
6952 22.0247880890122 0 1 1 0 1 0 1 0 4 1 0
6953 4.98791766100267 0 0 0 0 0 0 1 0 5 0 0
6956 8.9889396204473 0 1 1 0 1 0 1 0 5 0 0
6958 3.99915523268684 0 0 0 0 0 0 1 0 5 0 0
6960 5.01756252629264 1 0 0 0 0 0 1 0 3 0 0
6962 27.9891080294576 0 0 0 0 0 0 1 0 2 0 0
6964 1.00313398249734 1 0 0 0 0 0 1 0 5 0 0
6968 6.00660086952351 0 1 0 0 0 0 1 0 3 0 0
6971 5.00156447966404 0 0 0 0 0 0 1 0 5 0 1
6972 27.000904486283 0 1 0 0 0 0 1 0 5 0 0
6976 27.9898993191822 0 1 0 0 0 0 1 0 5 0 0
6977 8.99789967096108 0 0 0 0 0 0 1 0 2 0 0
6978 26.9847287364541 0 0 0 0 2 0 1 0 2 0 0
6979 2.00200963607898 0 1 0 0 1 0 1 0 1 0 0
6986 13.9970387585978 1 1 0 0 0 0 1 0 4 0 0
6988 26.9984328693631 1 0 0 0 0 0 1 0 5 0 0
6989 18.9879016383469 1 0 0 0 0 0 1 0 5 0 0
6990 9.98350864822608 1 1 0 0 0 0 1 0 5 0 0
6991 9.98434998618255 0 1 0 0 0 0 1 0 3 0 1
6992 0.999762308858085 1 0 0 0 0 0 1 0 3 0 1
6994 27.9939450044256 0 1 0 0 0 0 1 0 4 0 0
6998 24.9892646923173 1 0 0 0 1 1 0 1 2 0 0
7000 26.9941829831845 1 1 0 0 0 1 0 1 5 0 0
7001 24.0079711216748 1 0 0 0 1 0 0 1 2 0 0
7007 44.9979366894984 0 0 0 0 0 0 0 1 5 0 1
7009 3.00046866007637 0 0 0 0 2 0 0 0 3 0 0
7012 26.9998154487637 0 0 0 0 0 0 0 0 3 0 1
7015 0.997859455837154 1 0 0 0 1 0 0 0 3 0 0
7016 8.01174459761365 0 0 0 0 0 0 0 0 5 0 0
7019 26.9940151686239 0 0 0 0 0 0 0 0 2 0 0
7022 22.013649136268 0 1 0 0 2 0 0 0 4 0 0
7023 3.00142609433603 0 1 0 0 0 0 0 0 3 0 0
7028 4.02806796548498 1 0 0 0 1 0 0 0 3 0 0
7031 5.99725607327083 1 1 0 0 0 0 0 0 2 0 0
7033 1.98504107482474 1 0 0 0 0 0 0 0 3 1 1
7035 3.98998463866612 1 0 0 0 2 0 1 0 3 0 0
7041 27.0064626366055 1 0 0 0 2 0 1 0 3 1 0
7042 0.993059382433152 1 0 1 0 0 0 0 0 4 0 1
7044 19.00035941128 1 0 0 0 2 0 1 0 5 0 1
7045 27.0073056895782 1 0 0 0 2 0 0 0 3 1 0
7049 28.0021404829318 1 0 0 0 0 0 0 0 5 0 0
7055 22.0047202034826 1 1 0 0 2 0 0 0 2 0 0
7058 9.99253309836199 0 0 0 0 2 0 0 0 3 0 0
7059 14.0011733056325 1 0 0 0 2 1 0 0 3 0 0
7061 5.98663006096482 1 1 0 0 0 0 0 0 3 0 0
7062 8.99964542480652 0 0 0 0 2 0 0 0 3 0 0
7063 25.993091573243 1 0 0 0 1 0 0 0 3 0 0
7066 0.994016386057403 0 1 0 0 0 0 0 0 2 0 0
7068 28.0118336716903 0 1 0 0 0 0 1 0 3 0 0
7069 27.0001382542348 1 1 0 0 0 1 0 0 4 0 0
7070 1.00953916130124 1 1 0 0 0 0 0 0 3 0 0
7072 27.0066664407044 1 0 0 0 2 0 1 0 2 0 0
7075 9.99658716906698 0 0 0 0 2 0 0 0 3 0 0
7077 11.0048538520445 0 1 0 0 0 0 0 0 5 0 0
7078 26.979451408103 1 0 0 0 0 0 0 0 3 0 0
7080 1.01906364818236 0 0 0 0 0 0 0 0 4 1 0
7082 1.00429310503874 1 0 0 0 0 0 1 0 3 0 0
7083 5.98960797071941 0 0 0 0 0 0 0 0 2 1 0
7085 26.9966264870708 1 0 0 0 0 0 1 0 5 0 0
7086 1.0066696723951 1 0 0 0 0 0 0 0 0 0 0
7088 0.992822014732399 0 1 1 0 1 0 1 0 4 0 0
7089 10.0035512781456 0 1 0 0 2 0 0 0 4 0 0
7090 12.0118540888831 1 0 0 1 2 0 1 0 4 0 0
7091 26.9926053100828 1 0 1 0 2 0 1 0 3 0 0
7094 27.0037686410287 0 1 1 0 1 0 1 0 4 0 0
7095 27.0033728622307 0 1 0 0 2 0 0 0 2 0 0
7102 0.996197555838903 1 1 0 0 0 0 0 0 2 0 0
7103 14.0076590986542 1 1 0 0 0 0 1 0 2 0 0
7104 7.99819821030453 1 0 0 0 0 0 1 0 2 0 0
7109 7.0121145616519 1 0 0 0 0 0 1 0 5 1 1
7111 26.006638158106 0 0 0 0 1 0 1 0 1 0 0
7112 14.9931617500243 0 1 0 0 0 0 1 0 3 1 1
7115 0.999538803177278 1 0 0 0 0 0 1 0 0 0 1
7120 27.0221169260609 0 1 0 0 2 1 1 0 4 0 0
7122 2.0132647906939 1 0 0 0 2 0 1 0 4 0 0
7125 6.99829554617228 1 0 0 0 0 0 1 0 4 0 0
7127 18.0151805595981 1 1 0 0 0 1 1 0 2 0 0
7130 20.0001261491154 1 1 0 0 0 0 1 0 3 0 0
7131 2.02305052229953 0 0 0 0 0 0 1 0 4 0 0
7133 7.99094567156111 1 1 0 0 1 0 1 0 2 0 0
7134 3.99735542933138 1 0 0 0 0 0 0 0 3 0 0
7135 26.9939920249315 0 0 0 0 0 0 1 0 3 0 0
7136 10.9976253252477 1 0 0 0 0 0 1 0 4 0 0
7137 1.0072828700575 0 0 1 0 0 0 1 0 5 0 0
7138 2.005899872012 1 0 0 0 0 0 1 0 5 0 0
7139 9.99877457075111 1 0 0 0 0 1 1 0 3 0 0
7140 1.99050891557993 0 0 0 0 0 0 1 0 4 0 0
7141 26.9980481390844 0 0 0 0 0 0 1 0 3 1 1
7143 27.0187478063693 1 0 1 0 0 0 1 0 5 0 0
7145 9.995714132699 1 1 0 0 0 0 1 0 4 1 0
7148 0.998613353261043 1 1 0 0 1 0 1 0 2 0 1
7152 1.00211833952456 0 1 0 0 0 0 1 0 0 0 1
7154 2.99859074030874 1 1 0 0 0 0 1 0 4 0 1
7155 26.9732495323388 1 1 0 0 0 0 1 0 3 0 0
7160 0.999390140673273 1 0 0 0 1 0 1 0 5 0 0
7162 26.9965637785136 0 1 0 0 0 0 1 0 4 0 0
7163 11.9994785161552 0 0 0 0 0 0 1 0 3 0 0
7164 25.0000429732765 1 0 0 0 0 0 1 0 2 0 0
7165 8.98653476520501 0 0 0 0 1 1 1 0 3 0 0
7167 24.0197362824884 0 0 0 0 0 0 1 0 2 1 0
7169 0.997137426896007 0 1 0 0 2 0 0 0 2 0 0
7172 1.01162798802336 1 0 0 0 2 1 1 0 5 0 0
7175 0.987311200343317 1 1 0 0 0 0 1 0 3 0 1
7176 0.996853642295155 1 0 0 0 0 0 1 0 3 0 1
7177 2.00931940285674 1 0 0 0 0 0 1 0 5 0 1
7178 0.991180722858469 1 1 0 0 0 0 1 0 4 0 0
7180 26.9970446051582 0 1 0 0 0 0 1 0 3 0 1
7181 22.984440654155 0 0 0 0 0 0 1 0 0 1 1
7183 27.0005734385564 1 0 0 0 0 0 1 0 3 0 1
7188 26.9872894482656 0 1 0 0 1 0 1 0 5 1 0
7192 17.021760895487 1 1 0 0 0 1 1 0 2 0 0
7193 2.00603586925285 0 0 0 0 0 0 1 0 0 0 0
7195 1.99326148613893 0 0 0 0 0 0 1 0 0 0 0
7196 10.0062709006882 0 0 0 0 0 0 1 0 2 0 0
7199 2.995598240659 0 1 0 0 0 0 1 0 3 0 0
7200 3.99796703179789 1 0 0 0 2 0 1 0 3 1 0
7202 1.01109948807673 1 1 0 0 0 0 1 0 4 0 0
7204 20.9886263175424 1 1 0 0 0 0 1 0 3 0 0
7206 26.9940382175938 1 1 1 0 1 0 1 0 4 0 0
7207 27.000981159107 0 0 0 0 0 0 1 0 4 0 1
7208 1.99167008704 1 0 0 0 0 0 1 0 5 0 1
7209 1.98636855610828 0 0 0 0 0 0 1 0 0 0 1
7210 1.00085648967639 1 0 0 0 0 0 1 0 2 0 1
